"Transaction_ID,Product_Key,Supplier_Key,Date_Key,Quantity_Sold,Quantity_Ordered,Actual_Lead_Time_Days"
"TXN003748,P005,S02,20250823,58,196,3"
"TXN003749,P002,S03,20250815,53,169,6"
"TXN003750,P005,S01,20260609,7,95,6"
"TXN003751,P001,S04,20251109,42,141,19"
"TXN003752,P005,S01,20250218,18,195,5"
"TXN003753,P001,S01,20250428,51,123,5"
"TXN003754,P002,S03,20250223,18,145,3"
"TXN003755,P005,S02,20261012,79,67,5"
"TXN003756,P004,S04,20260719,77,189,19"
"TXN003757,P004,S02,20250213,42,164,4"
"TXN003758,P004,S02,20250222,68,121,6"
"TXN003759,P005,S02,20260809,48,95,5"
"TXN003760,P005,S01,20260712,74,87,5"
"TXN003761,P005,S03,20260609,69,179,6"
"TXN003762,P001,S01,20261108,29,58,6"
"TXN003763,P002,S04,20250412,20,157,21"
"TXN003764,P004,S03,20260202,19,182,9"
"TXN003765,P001,S02,20250518,7,147,7"
"TXN003766,P004,S03,20261106,71,68,3"
"TXN003767,P001,S04,20260122,41,120,14"
"TXN003768,P005,S01,20250421,59,88,5"
"TXN003769,P004,S01,20260906,42,91,4"
"TXN003770,P005,S02,20250117,67,194,6"
"TXN003771,P004,S01,20250701,5,139,6"
"TXN003772,P003,S01,20260620,75,156,5"
"TXN003773,P001,S04,20260625,23,197,23"
"TXN003774,P003,S03,20250620,56,185,8"
"TXN003775,P001,S01,20260213,34,145,2"
"TXN003776,P002,S04,20260113,59,196,13"
"TXN003777,P004,S04,20250707,18,81,23"
"TXN003778,P002,S02,20250818,17,175,7"
"TXN003779,P002,S04,20250429,31,196,21"
"TXN003780,P001,S02,20250605,13,73,6"
"TXN003781,P003,S01,20261118,45,73,5"
"TXN003782,P005,S02,20260410,52,169,7"
"TXN003783,P001,S04,20250414,16,67,19"
"TXN003784,P005,S03,20260827,14,189,8"
"TXN003785,P002,S03,20261129,10,90,4"
"TXN003786,P005,S01,20260517,38,136,6"
"TXN003787,P003,S01,20261124,56,131,7"
"TXN003788,P001,S03,20261113,45,193,6"
"TXN003789,P003,S02,20261130,10,82,7"
"TXN003790,P003,S01,20250624,6,73,7"
"TXN003791,P001,S04,20261105,19,110,17"
"TXN003792,P003,S01,20260225,21,104,3"
"TXN003793,P004,S02,20250514,20,133,4"
"TXN003794,P004,S01,20260126,32,168,3"
"TXN003795,P004,S04,20260516,76,121,11"
"TXN003796,P005,S04,20261027,14,123,23"
"TXN003797,P003,S04,20250202,14,178,11"
"TXN003798,P001,S02,20250224,14,134,9"
"TXN003799,P001,S02,20260603,77,145,4"
"TXN003800,P005,S04,20260930,32,102,17"
"TXN003801,P001,S04,20250112,28,159,12"
"TXN003802,P004,S02,20260612,23,109,6"
"TXN003803,P003,S02,20261221,72,100,5"
"TXN003804,P001,S02,20260709,60,170,6"
"TXN003805,P001,S03,20260108,71,122,4"
"TXN003806,P002,S02,20260429,46,56,6"
"TXN003807,P002,S04,20261009,16,124,15"
"TXN003808,P002,S03,20250816,22,68,6"
"TXN003809,P003,S02,20260915,27,192,6"
"TXN003810,P004,S04,20251103,10,119,24"
"TXN003811,P004,S01,20260402,57,105,7"
"TXN003812,P004,S03,20250609,46,187,6"
"TXN003813,P003,S04,20251127,70,129,18"
"TXN003814,P003,S01,20250813,34,158,6"
"TXN003815,P002,S04,20261230,13,84,22"
"TXN003816,P001,S02,20260519,46,121,4"
"TXN003817,P005,S02,20260401,38,141,7"
"TXN003818,P005,S01,20250214,44,52,4"
"TXN003819,P001,S02,20250802,21,115,6"
"TXN003820,P002,S04,20250228,33,101,21"
"TXN003821,P001,S01,20261006,54,142,4"
"TXN003822,P001,S04,20260908,53,96,12"
"TXN003823,P005,S04,20250714,77,52,17"
"TXN003824,P002,S04,20260504,65,192,8"
"TXN003825,P003,S02,20250606,50,133,5"
"TXN003826,P005,S02,20260902,50,83,3"
"TXN003827,P003,S04,20250814,21,99,31"
"TXN003828,P002,S03,20260216,70,82,8"
"TXN003829,P001,S04,20250724,9,122,19"
"TXN003830,P004,S04,20250320,58,52,24"
"TXN003831,P004,S01,20250504,20,51,7"
"TXN003832,P002,S04,20260416,11,181,14"
"TXN003833,P004,S02,20250806,12,65,4"
"TXN003834,P003,S01,20260531,76,82,8"
"TXN003835,P004,S03,20260825,42,58,4"
"TXN003836,P002,S01,20250414,58,106,6"
"TXN003837,P002,S03,20260128,19,89,7"
"TXN003838,P003,S01,20260923,54,101,5"
"TXN003839,P004,S01,20261007,60,65,6"
"TXN003840,P004,S03,20260831,13,185,7"
"TXN003841,P001,S02,20260310,12,136,7"
"TXN003842,P005,S02,20251127,23,109,6"
"TXN003843,P002,S02,20250523,55,52,5"
"TXN003844,P001,S01,20260624,76,64,7"
"TXN003845,P002,S04,20251005,61,151,10"
"TXN003846,P001,S01,20250821,72,72,8"
"TXN003847,P005,S04,20260613,35,180,18"
"TXN003848,P001,S04,20260725,7,66,16"
"TXN003849,P002,S02,20250331,47,163,7"
"TXN003850,P004,S04,20260507,33,107,21"
"TXN003851,P002,S01,20250718,14,159,4"
"TXN003852,P003,S01,20251228,16,184,6"
"TXN003853,P003,S02,20260317,50,127,6"
"TXN003854,P003,S03,20250126,34,192,5"
"TXN003855,P003,S01,20250125,36,93,9"
"TXN003856,P005,S04,20260129,77,61,18"
"TXN003857,P004,S01,20260522,51,57,5"
"TXN003858,P004,S01,20251028,67,129,4"
"TXN003859,P002,S01,20251205,30,90,4"
"TXN003860,P001,S03,20250924,7,95,6"
"TXN003861,P002,S04,20260406,27,78,17"
"TXN003862,P002,S02,20261124,79,65,5"
"TXN003863,P002,S01,20260401,78,182,6"
"TXN003864,P002,S04,20251226,54,54,19"
"TXN003865,P004,S04,20250309,40,79,19"
"TXN003866,P001,S02,20260216,17,166,6"
"TXN003867,P002,S01,20260506,33,54,7"
"TXN003868,P004,S03,20250218,42,190,11"
"TXN003869,P002,S04,20261118,9,98,23"
"TXN003870,P003,S02,20260718,24,138,5"
"TXN003871,P002,S03,20250412,18,99,8"
"TXN003872,P002,S04,20250804,12,63,14"
"TXN003873,P005,S01,20260314,52,157,4"
"TXN003874,P003,S04,20261201,17,95,21"
"TXN003875,P001,S03,20260723,28,131,7"
"TXN003876,P002,S03,20260713,69,175,7"
"TXN003877,P001,S01,20250608,38,133,4"
"TXN003878,P003,S01,20260504,55,83,4"
"TXN003879,P002,S02,20261117,7,120,6"
"TXN003880,P005,S01,20250830,62,109,5"
"TXN003881,P004,S02,20250105,76,123,7"
"TXN003882,P005,S03,20260819,59,130,5"
"TXN003883,P005,S03,20251227,46,188,5"
"TXN003884,P004,S04,20260404,25,147,12"
"TXN003885,P004,S04,20250905,14,140,22"
"TXN003886,P004,S02,20260720,61,144,6"
"TXN003887,P002,S01,20261104,29,181,2"
"TXN003888,P001,S01,20260226,60,109,6"
"TXN003889,P001,S04,20250115,42,162,17"
"TXN003890,P004,S03,20260727,65,130,7"
"TXN003891,P005,S02,20250502,51,133,5"
"TXN003892,P003,S03,20251004,58,74,4"
"TXN003893,P004,S03,20260712,50,82,9"
"TXN003894,P005,S01,20260329,72,68,9"
"TXN003895,P005,S02,20260125,8,106,5"
"TXN003896,P002,S03,20251021,70,64,6"
"TXN003897,P002,S04,20260728,47,90,17"
"TXN003898,P001,S04,20260821,66,109,12"
"TXN003899,P001,S01,20260322,8,158,8"
"TXN003900,P003,S04,20250729,69,145,15"
"TXN003901,P003,S04,20260813,66,71,24"
"TXN003902,P003,S03,20261215,6,190,7"
"TXN003903,P003,S04,20251029,13,75,20"
"TXN003904,P005,S04,20250811,61,182,18"
"TXN003905,P005,S03,20250103,49,174,7"
"TXN003906,P001,S01,20260602,22,146,4"
"TXN003907,P002,S01,20250403,52,182,8"
"TXN003908,P002,S02,20260604,46,120,6"
"TXN003909,P004,S04,20260304,45,67,24"
"TXN003910,P005,S03,20260508,79,144,5"
"TXN003911,P003,S02,20250823,62,183,6"
"TXN003912,P003,S01,20260912,46,115,6"
"TXN003913,P004,S01,20250610,39,176,7"
"TXN003914,P002,S03,20261222,42,91,9"
"TXN003915,P003,S02,20251127,71,166,5"
"TXN003916,P002,S02,20251129,45,60,5"
"TXN003917,P004,S03,20250219,54,75,5"
"TXN003918,P002,S03,20260607,76,198,2"
"TXN003919,P002,S02,20261030,49,105,4"
"TXN003920,P002,S01,20260507,75,167,5"
"TXN003921,P003,S04,20260805,23,197,29"
"TXN003922,P001,S01,20261112,21,106,6"
"TXN003923,P005,S03,20250929,69,54,6"
"TXN003924,P002,S02,20260803,60,63,3"
"TXN003925,P002,S02,20250909,45,73,5"
"TXN003926,P002,S04,20260714,46,117,22"
"TXN003927,P001,S02,20261127,10,97,11"
"TXN003928,P004,S04,20261130,73,109,16"
"TXN003929,P003,S01,20250331,79,52,2"
"TXN003930,P001,S01,20260322,77,168,4"
"TXN003931,P002,S02,20251128,44,186,4"
"TXN003932,P001,S02,20250519,45,149,4"
"TXN003933,P001,S03,20251223,13,132,7"
"TXN003934,P001,S03,20260824,12,73,6"
"TXN003935,P004,S02,20251001,48,181,3"
"TXN003936,P005,S02,20250119,62,186,8"
"TXN003937,P003,S01,20251107,71,50,9"
"TXN003938,P004,S02,20250603,17,165,2"
"TXN003939,P004,S03,20260125,23,189,8"
"TXN003940,P005,S01,20250917,53,195,5"
"TXN003941,P004,S04,20260912,34,59,15"
"TXN003942,P001,S03,20260725,70,195,3"
"TXN003943,P001,S03,20250505,63,178,5"
"TXN003944,P002,S01,20251220,57,128,4"
"TXN003945,P004,S04,20250930,56,148,19"
"TXN003946,P002,S03,20260911,35,193,10"
"TXN003947,P003,S02,20250902,19,192,4"
"TXN003948,P001,S03,20260326,24,182,3"
"TXN003949,P003,S01,20250904,9,94,5"
"TXN003950,P005,S01,20260604,11,167,8"
"TXN003951,P001,S01,20250521,22,101,5"
"TXN003952,P003,S03,20251228,60,161,7"
"TXN003953,P005,S04,20250108,79,184,19"
"TXN003954,P003,S02,20260423,49,161,6"
"TXN003955,P005,S01,20251218,32,62,9"
"TXN003956,P005,S04,20260510,54,66,15"
"TXN003957,P001,S02,20260829,6,93,3"
"TXN003958,P002,S01,20260303,72,190,4"
"TXN003959,P005,S02,20250208,28,122,6"
"TXN003960,P005,S02,20260816,52,54,6"
"TXN003961,P001,S04,20250706,49,82,21"
"TXN003962,P002,S02,20260819,62,181,5"
"TXN003963,P004,S01,20260823,40,117,5"
"TXN003964,P004,S04,20250403,6,65,20"
"TXN003965,P002,S03,20250327,22,199,9"
"TXN003966,P003,S03,20250213,53,85,3"
"TXN003967,P001,S04,20250517,12,151,15"
"TXN003968,P002,S03,20260225,62,74,6"
"TXN003969,P004,S02,20250315,19,121,10"
"TXN003970,P005,S01,20260702,21,130,3"
"TXN003971,P004,S02,20260905,27,110,5"
"TXN003972,P005,S04,20260527,70,67,15"
"TXN003973,P001,S01,20250605,74,107,6"
"TXN003974,P005,S04,20250912,31,125,10"
"TXN003975,P002,S04,20250620,41,170,14"
"TXN003976,P005,S04,20261229,53,106,24"
"TXN003977,P003,S02,20250619,68,146,6"
"TXN003978,P002,S01,20251118,38,112,4"
"TXN003979,P001,S01,20260721,22,61,5"
"TXN003980,P002,S01,20260401,68,60,5"
"TXN003981,P003,S02,20260826,78,190,7"
"TXN003982,P001,S03,20260905,48,76,2"
"TXN003983,P004,S02,20250604,21,153,3"
"TXN003984,P003,S02,20251215,63,116,4"
"TXN003985,P001,S04,20260327,17,138,21"
"TXN003986,P005,S01,20261015,56,94,5"
"TXN003987,P002,S01,20250622,64,130,8"
"TXN003988,P001,S03,20250110,46,116,7"
"TXN003989,P002,S03,20250922,68,199,5"
"TXN003990,P005,S04,20260314,70,151,18"
"TXN003991,P001,S01,20250904,38,140,8"
"TXN003992,P004,S03,20261029,75,91,8"
"TXN003993,P003,S03,20260630,68,69,5"
"TXN003994,P001,S01,20260514,37,97,4"
"TXN003995,P005,S02,20250509,16,67,2"
"TXN003996,P001,S03,20261103,23,177,2"
"TXN003997,P002,S01,20260824,13,126,6"
"TXN003998,P001,S03,20260828,78,55,6"
"TXN003999,P004,S04,20251123,21,88,16"
"TXN004000,P001,S03,20260208,54,60,8"
"TXN004001,P003,S01,20260921,43,161,5"
"TXN004002,P001,S03,20260829,45,157,4"
"TXN004003,P002,S04,20261106,14,143,23"
"TXN004004,P001,S04,20260903,16,104,23"
"TXN004005,P004,S03,20260917,19,133,5"
"TXN004006,P005,S03,20251225,32,107,7"
"TXN004007,P001,S04,20260826,8,86,21"
"TXN004008,P001,S04,20261219,40,65,27"
"TXN004009,P003,S02,20250117,69,119,5"
"TXN004010,P004,S02,20251001,51,142,3"
"TXN004011,P005,S04,20261116,43,193,21"
"TXN004012,P002,S03,20250426,42,67,6"
"TXN004013,P001,S01,20261124,48,196,6"
"TXN004014,P005,S03,20250401,55,179,5"
"TXN004015,P002,S03,20250323,30,187,2"
"TXN004016,P004,S02,20251120,40,95,6"
"TXN004017,P004,S02,20250424,73,68,5"
"TXN004018,P005,S02,20250227,5,87,5"
"TXN004019,P002,S04,20250603,57,86,17"
"TXN004020,P004,S04,20260208,10,161,18"
"TXN004021,P005,S03,20260920,41,94,6"
"TXN004022,P004,S03,20250923,6,166,5"
"TXN004023,P004,S01,20251111,73,179,8"
"TXN004024,P004,S03,20261216,45,93,7"
"TXN004025,P003,S03,20250210,55,146,5"
"TXN004026,P002,S02,20250415,51,132,3"
"TXN004027,P005,S02,20250712,17,173,7"
"TXN004028,P005,S02,20260205,73,173,5"
"TXN004029,P002,S02,20251005,70,76,5"
"TXN004030,P002,S02,20251220,63,97,3"
"TXN004031,P002,S01,20260803,72,143,6"
"TXN004032,P002,S01,20261210,63,56,11"
"TXN004033,P001,S01,20250913,14,134,4"
"TXN004034,P005,S02,20261013,17,161,7"
"TXN004035,P001,S04,20261023,6,138,23"
"TXN004036,P004,S02,20250409,19,177,4"
"TXN004037,P004,S02,20260811,50,67,2"
"TXN004038,P005,S01,20251009,61,82,7"
"TXN004039,P004,S02,20260207,14,145,6"
"TXN004040,P002,S01,20250419,26,171,6"
"TXN004041,P001,S02,20261201,12,74,6"
"TXN004042,P002,S03,20250718,25,191,8"
"TXN004043,P004,S04,20251030,26,53,18"
"TXN004044,P001,S04,20251123,49,157,27"
"TXN004045,P002,S01,20250603,44,131,7"
"TXN004046,P005,S03,20260706,26,59,8"
"TXN004047,P002,S04,20261007,34,84,19"
"TXN004048,P004,S01,20260209,66,148,6"
"TXN004049,P001,S02,20260407,77,153,2"
"TXN004050,P005,S02,20250512,49,72,4"
"TXN004051,P001,S03,20250325,39,114,8"
"TXN004052,P005,S04,20260203,46,131,18"
"TXN004053,P001,S02,20260920,9,66,3"
"TXN004054,P004,S01,20250419,31,197,4"
"TXN004055,P005,S02,20250809,74,177,4"
"TXN004056,P003,S02,20260707,66,80,5"
"TXN004057,P001,S04,20260103,36,114,15"
"TXN004058,P001,S04,20250527,12,129,24"
"TXN004059,P002,S01,20250422,22,141,6"
"TXN004060,P005,S03,20260907,19,198,3"
"TXN004061,P003,S03,20260712,30,79,9"
"TXN004062,P004,S02,20260509,57,172,5"
"TXN004063,P002,S01,20260520,48,180,7"
"TXN004064,P003,S03,20260420,36,119,6"
"TXN004065,P005,S03,20250928,32,78,6"
"TXN004066,P003,S02,20260225,43,52,5"
"TXN004067,P001,S01,20261208,36,124,6"
"TXN004068,P001,S03,20260102,22,94,5"
"TXN004069,P002,S04,20251007,74,118,20"
"TXN004070,P005,S04,20251010,15,160,18"
"TXN004071,P005,S02,20250209,36,133,5"
"TXN004072,P003,S02,20250708,24,101,3"
"TXN004073,P002,S02,20250613,44,165,5"
"TXN004074,P005,S02,20260620,12,152,6"
"TXN004075,P001,S03,20260620,39,190,9"
"TXN004076,P003,S01,20250104,73,129,6"
"TXN004077,P004,S02,20251017,25,78,4"
"TXN004078,P001,S02,20260309,28,151,3"
"TXN004079,P002,S03,20260416,21,108,6"
"TXN004080,P005,S02,20250630,22,61,4"
"TXN004081,P001,S02,20250905,16,59,4"
"TXN004082,P004,S01,20260920,20,183,4"
"TXN004083,P004,S04,20251006,8,184,17"
"TXN004084,P002,S02,20260804,38,80,7"
"TXN004085,P001,S03,20250911,50,140,2"
"TXN004086,P003,S01,20250630,79,52,8"
"TXN004087,P001,S03,20261112,35,153,5"
"TXN004088,P004,S01,20260524,29,175,4"
"TXN004089,P002,S01,20261201,78,50,7"
"TXN004090,P002,S02,20260720,28,184,5"
"TXN004091,P003,S02,20251122,69,64,3"
"TXN004092,P002,S02,20251223,29,138,2"
"TXN004093,P002,S04,20261012,32,171,21"
"TXN004094,P002,S04,20261111,40,165,22"
"TXN004095,P002,S03,20260126,10,85,5"
"TXN004096,P002,S02,20260907,70,116,8"
"TXN004097,P004,S04,20250326,71,182,19"
"TXN004098,P001,S02,20251113,76,74,8"
"TXN004099,P005,S04,20250731,52,60,15"
"TXN004100,P002,S04,20260530,74,115,14"
"TXN004101,P005,S01,20260119,71,109,4"
"TXN004102,P005,S02,20261122,52,187,5"
"TXN004103,P004,S02,20251208,69,99,8"
"TXN004104,P002,S04,20250207,48,112,20"
"TXN004105,P005,S02,20260526,67,141,4"
"TXN004106,P002,S04,20260224,50,87,19"
"TXN004107,P003,S02,20250618,23,169,5"
"TXN004108,P003,S01,20251209,68,82,4"
"TXN004109,P003,S02,20251102,77,124,5"
"TXN004110,P005,S01,20260626,75,94,5"
"TXN004111,P003,S03,20261203,54,178,4"
"TXN004112,P004,S02,20260621,67,102,4"
"TXN004113,P004,S02,20250422,45,116,7"
"TXN004114,P005,S02,20260215,11,192,6"
"TXN004115,P002,S01,20250725,13,154,7"
"TXN004116,P001,S02,20250704,8,63,5"
"TXN004117,P002,S02,20260117,53,173,3"
"TXN004118,P002,S04,20260511,10,169,16"
"TXN004119,P002,S03,20260114,25,185,8"
"TXN004120,P002,S01,20250216,19,85,2"
"TXN004121,P001,S04,20260705,71,177,24"
"TXN004122,P003,S01,20260612,70,183,3"
"TXN004123,P002,S04,20260519,60,146,22"
"TXN004124,P004,S03,20250122,72,130,3"
"TXN004125,P005,S04,20250801,36,122,16"
"TXN004126,P005,S01,20251106,70,120,2"
"TXN004127,P004,S02,20261023,33,95,9"
"TXN004128,P002,S02,20250929,70,194,7"
"TXN004129,P001,S03,20260725,38,109,7"
"TXN004130,P003,S01,20250721,31,109,5"
"TXN004131,P005,S01,20250201,64,54,4"
"TXN004132,P003,S01,20260319,43,184,7"
"TXN004133,P001,S03,20250611,48,194,3"
"TXN004134,P005,S02,20250911,40,108,5"
"TXN004135,P003,S04,20260605,23,58,13"
"TXN004136,P001,S03,20261013,49,199,6"
"TXN004137,P003,S04,20260425,25,94,11"
"TXN004138,P002,S02,20250110,27,129,3"
"TXN004139,P001,S03,20261227,31,62,4"
"TXN004140,P003,S02,20260520,76,132,7"
"TXN004141,P002,S04,20260714,23,61,16"
"TXN004142,P002,S01,20260312,45,59,7"
"TXN004143,P001,S01,20250421,30,65,9"
"TXN004144,P004,S04,20250602,32,141,17"
"TXN004145,P005,S01,20260927,68,68,3"
"TXN004146,P001,S04,20250412,72,153,22"
"TXN004147,P002,S03,20250710,55,183,2"
"TXN004148,P002,S03,20261230,78,181,4"
"TXN004149,P001,S03,20260717,52,152,2"
"TXN004150,P004,S01,20250322,14,144,7"
"TXN004151,P005,S02,20260504,77,76,7"
"TXN004152,P003,S01,20250329,43,86,9"
"TXN004153,P001,S01,20250713,23,186,5"
"TXN004154,P005,S02,20250414,68,110,4"
"TXN004155,P005,S02,20250406,23,84,4"
"TXN004156,P002,S02,20260227,66,155,3"
"TXN004157,P003,S02,20250717,17,96,8"
"TXN004158,P001,S01,20250101,29,198,12"
"TXN004159,P002,S04,20260211,46,194,16"
"TXN004160,P002,S03,20260113,43,104,7"
"TXN004161,P004,S04,20250616,34,137,18"
"TXN004162,P005,S01,20260524,9,144,6"
"TXN004163,P001,S02,20260930,22,55,8"
"TXN004164,P001,S03,20251109,25,170,3"
"TXN004165,P001,S03,20260816,54,99,5"
"TXN004166,P002,S04,20260222,10,62,23"
"TXN004167,P004,S01,20261112,54,74,7"
"TXN004168,P003,S01,20260422,70,172,6"
"TXN004169,P002,S01,20250314,5,178,7"
"TXN004170,P003,S03,20250521,61,98,7"
"TXN004171,P004,S04,20260805,34,171,23"
"TXN004172,P005,S03,20250919,62,84,7"
"TXN004173,P001,S03,20251206,56,132,5"
"TXN004174,P003,S02,20251104,41,102,6"
"TXN004175,P002,S04,20250902,52,125,18"
"TXN004176,P003,S02,20260530,5,153,4"
"TXN004177,P005,S01,20251203,23,96,5"
"TXN004178,P001,S03,20260729,50,92,5"
"TXN004179,P003,S04,20260715,71,197,12"
"TXN004180,P005,S01,20250317,6,142,7"
"TXN004181,P002,S04,20250624,60,193,22"
"TXN004182,P004,S03,20250419,21,127,7"
"TXN004183,P002,S04,20250702,26,56,22"
"TXN004184,P001,S01,20250711,31,119,5"
"TXN004185,P002,S02,20250306,59,198,4"
"TXN004186,P002,S03,20260419,36,85,7"
"TXN004187,P002,S02,20250410,64,153,3"
"TXN004188,P002,S03,20260628,32,103,3"
"TXN004189,P001,S01,20250508,32,196,6"
"TXN004190,P005,S03,20260328,78,74,6"
"TXN004191,P003,S02,20260104,29,116,7"
"TXN004192,P004,S03,20250212,30,158,2"
"TXN004193,P003,S01,20260223,79,97,5"
"TXN004194,P003,S03,20260503,75,140,3"
"TXN004195,P004,S02,20250319,21,51,7"
"TXN004196,P001,S01,20250927,11,183,8"
"TXN004197,P004,S02,20261105,60,176,7"
"TXN004198,P001,S03,20261202,68,95,4"
"TXN004199,P003,S04,20261229,24,155,16"
"TXN004200,P001,S02,20251111,42,89,5"
"TXN004201,P005,S03,20250617,79,107,4"
"TXN004202,P004,S04,20251205,62,127,18"
"TXN004203,P005,S04,20250712,20,82,15"
"TXN004204,P003,S01,20260329,55,111,3"
"TXN004205,P004,S04,20251010,31,61,20"
"TXN004206,P003,S02,20251202,55,175,6"
"TXN004207,P005,S02,20260125,79,98,9"
"TXN004208,P003,S04,20260609,20,137,17"
"TXN004209,P004,S03,20250828,64,127,2"
"TXN004210,P004,S02,20260428,44,54,7"
"TXN004211,P003,S02,20261021,71,118,7"
"TXN004212,P004,S01,20261217,6,160,8"
"TXN004213,P004,S03,20260815,52,109,8"
"TXN004214,P003,S04,20260709,56,95,24"
"TXN004215,P005,S03,20260403,28,62,4"
"TXN004216,P004,S01,20250330,6,157,9"
"TXN004217,P004,S01,20261022,69,161,5"
"TXN004218,P004,S03,20250405,24,149,7"
"TXN004219,P004,S01,20260328,38,195,6"
"TXN004220,P003,S01,20260304,45,162,4"
"TXN004221,P005,S01,20250531,45,146,8"
"TXN004222,P005,S03,20260529,79,100,5"
"TXN004223,P001,S01,20260111,27,167,9"
"TXN004224,P004,S04,20250122,42,85,15"
"TXN004225,P004,S04,20251109,48,130,14"
"TXN004226,P001,S02,20260603,71,152,4"
"TXN004227,P005,S04,20250725,66,83,24"
"TXN004228,P002,S02,20260110,16,189,2"
"TXN004229,P002,S03,20260327,34,182,7"
"TXN004230,P005,S01,20260918,69,97,9"
"TXN004231,P004,S04,20260818,45,153,18"
"TXN004232,P002,S02,20250628,24,140,5"
"TXN004233,P003,S03,20250729,10,173,6"
"TXN004234,P003,S02,20260515,79,89,3"
"TXN004235,P001,S01,20260409,8,190,11"
"TXN004236,P005,S04,20250504,14,75,21"
"TXN004237,P005,S03,20250423,55,191,3"
"TXN004238,P002,S02,20250112,42,145,4"
"TXN004239,P004,S03,20250506,5,188,6"
"TXN004240,P005,S02,20260719,12,129,3"
"TXN004241,P002,S02,20251127,67,106,2"
"TXN004242,P002,S01,20251010,37,199,6"
"TXN004243,P005,S01,20250520,19,160,8"
"TXN004244,P002,S02,20260205,35,193,7"
"TXN004245,P001,S04,20250407,25,125,18"
"TXN004246,P001,S03,20260601,7,78,5"
"TXN004247,P005,S03,20260723,70,179,6"
"TXN004248,P004,S01,20250310,39,51,7"
"TXN004249,P001,S04,20250428,45,52,13"
"TXN004250,P001,S02,20250228,63,121,4"
"TXN004251,P005,S01,20250202,20,60,5"
"TXN004252,P003,S02,20251114,60,53,5"
"TXN004253,P002,S02,20250219,49,186,5"
"TXN004254,P001,S01,20260504,63,137,5"
"TXN004255,P003,S04,20250119,54,162,21"
"TXN004256,P004,S03,20261227,16,65,2"
"TXN004257,P003,S01,20250716,16,135,2"
"TXN004258,P005,S04,20260326,37,59,16"
"TXN004259,P004,S02,20260713,53,73,7"
"TXN004260,P004,S01,20261110,25,113,4"
"TXN004261,P003,S03,20260328,64,105,5"
"TXN004262,P005,S03,20251016,56,138,6"
"TXN004263,P001,S02,20250521,58,71,6"
"TXN004264,P003,S01,20250325,43,99,9"
"TXN004265,P001,S03,20261125,53,96,7"
"TXN004266,P003,S01,20260126,68,72,7"
"TXN004267,P001,S03,20260814,30,132,5"
"TXN004268,P003,S02,20250803,75,68,8"
"TXN004269,P004,S02,20260610,11,78,6"
"TXN004270,P002,S01,20250803,76,110,2"
"TXN004271,P004,S04,20260207,66,134,28"
"TXN004272,P001,S04,20250508,28,84,19"
"TXN004273,P005,S02,20260422,44,54,7"
"TXN004274,P004,S03,20260208,51,125,3"
"TXN004275,P002,S04,20250129,12,56,27"
"TXN004276,P001,S02,20251204,58,179,4"
"TXN004277,P004,S03,20261215,13,187,5"
"TXN004278,P003,S03,20251227,7,151,2"
"TXN004279,P005,S04,20260723,58,93,20"
"TXN004280,P001,S02,20260127,25,119,5"
"TXN004281,P004,S03,20250806,52,140,2"
"TXN004282,P001,S03,20260728,51,111,5"
"TXN004283,P003,S01,20261031,72,69,6"
"TXN004284,P002,S01,20250721,67,121,5"
"TXN004285,P004,S04,20250117,20,169,11"
"TXN004286,P001,S01,20251118,78,144,6"
"TXN004287,P001,S02,20260602,9,176,3"
"TXN004288,P001,S04,20260724,15,162,22"
"TXN004289,P002,S04,20251121,33,156,16"
"TXN004290,P001,S01,20260216,74,129,7"
"TXN004291,P005,S03,20251114,52,77,6"
"TXN004292,P005,S02,20261112,19,188,6"
"TXN004293,P001,S02,20250323,38,79,8"
"TXN004294,P005,S02,20260419,64,58,4"
"TXN004295,P004,S04,20260413,66,108,14"
"TXN004296,P005,S02,20260301,6,128,7"
"TXN004297,P001,S03,20261120,23,152,3"
"TXN004298,P003,S03,20250723,53,163,4"
"TXN004299,P004,S01,20260806,32,96,2"
"TXN004300,P002,S02,20260122,52,147,8"
"TXN004301,P001,S04,20250408,41,199,14"
"TXN004302,P002,S01,20251211,78,91,4"
"TXN004303,P003,S03,20250727,53,96,3"
"TXN004304,P002,S02,20260529,52,123,5"
"TXN004305,P001,S03,20260928,77,100,5"
"TXN004306,P001,S01,20260809,33,143,7"
"TXN004307,P003,S03,20250615,64,169,3"
"TXN004308,P001,S02,20250122,33,124,4"
"TXN004309,P003,S02,20250603,62,198,8"
"TXN004310,P003,S01,20260315,52,172,8"
"TXN004311,P001,S02,20251022,27,190,4"
"TXN004312,P005,S03,20250807,31,171,5"
"TXN004313,P003,S03,20261031,11,70,9"
"TXN004314,P001,S04,20260510,53,50,14"
"TXN004315,P005,S04,20250818,58,118,11"
"TXN004316,P003,S04,20250120,72,135,16"
"TXN004317,P005,S03,20260707,46,120,5"
"TXN004318,P004,S03,20250528,78,62,4"
"TXN004319,P004,S01,20250418,63,72,7"
"TXN004320,P005,S04,20260207,48,198,19"
"TXN004321,P003,S03,20260819,30,55,4"
"TXN004322,P001,S01,20260428,27,197,4"
"TXN004323,P002,S03,20260102,77,125,4"
"TXN004324,P001,S01,20260218,12,58,7"
"TXN004325,P002,S04,20251105,57,77,17"
"TXN004326,P002,S04,20250514,18,188,14"
"TXN004327,P003,S04,20261220,75,165,22"
